Reservoir,Site,Depth_m,Date,Rep,Dilution,Sample.Name,Max.Fl.Ex,Max.Fl.Em,Max.Fl,B.,T.,A.,C.,M.,N.,FI.,BIX.,HIX.,T.B,T.M.,T.N.,T.C.,A.T.,A.C.,A.M.,M.C.,C.N.,A254,a254,A350,a350,NOTES,NOTES_extra,TIME
CCR,90,0.1,7/31/2024,2,1,20240823_CC3_31jul24_01_noon.csv,300,300,1.621341922,0.057206975,0.060872222,0.133816294,0.051816054,0.061461326,0.062931264,1.426310695,0.760654543,2.748771624,1.064069936,0.990415046,0.967281098,1.174775338,2.198314581,2.582525754,2.177243837,1.186144478,0.823375386,0.042,9.4423,0.006,1.1515,,,noon
CCR,90,4.5,7/31/2024,2,1,20240823_CC3_31jul24_BOT_noon.csv,300,300,12.37210061,0.084689335,0.086337118,0.165822745,0.066811195,0.073382642,0.078210011,1.459301255,0.740975618,2.393392839,1.019456801,1.176533253,1.103913907,1.292255269,1.920642574,2.481960487,2.259699855,1.098358475,0.854253748,0.055,12.4362,0.015,3.2242,,,noon
CCR,88,9,7/11/2024,1,1,20240823_CC4_11jul24_9r1.csv,300,300,7.013055605,0.06775029,0.082166874,0.259320851,0.130595117,0.120316441,0.099327508,1.497856162,0.69066388,4.955963827,1.212789993,0.682923073,0.827231803,0.629172632,3.156026751,1.985685658,2.155323488,0.921293564,1.314793049,0.053,11.9756,0.013,2.7636,,,
CCR,88,9,8/15/2024,2,1,20240823_CC4_15aug24_9r2.csv,300,300,3.279347871,0.074210791,0.075171198,0.25701512,0.129835038,0.114711354,0.095316353,1.537019625,0.680221362,4.982283004,1.012941602,0.655307392,0.788649537,0.578974669,3.419063775,1.979551317,2.240537767,0.883516157,1.362148604,0.048,10.8241,0.011,2.303,,,
CCR,88,10,8/15/2024,2,1,20240823_CC4_15aug24_BOTr2.csv,300,300,4.917299327,0.052648494,0.066116456,0.262798144,0.132324475,0.115544337,0.094108973,1.514808059,0.676743732,5.69139721,1.25580907,0.572217192,0.702552093,0.499654023,3.974776624,1.986013132,2.274435517,0.873189465,1.406077126,0.049,11.0544,0.012,2.5333,,,
CCR,98,0.1,8/15/2024,1,1,20240823_CP1_15aug24_01r1.csv,300,300,3.506484404,0.035453965,0.08305155,0.508049278,0.307400712,0.193304456,0.137673666,1.432679952,0.500305314,10.99657764,2.342517958,0.429641155,0.603249349,0.270173576,6.117276324,1.652726421,2.628233666,0.62883542,2.232821423,0.112,25.5633,0.03,6.6787,PART_HIGHABS,some small specs; pipeted and no specs in cuvette; but really high absorbnces,
CCR,100,0.1,6/19/2024,2,1,20240823_CS2_19jun24_01r2.csv,300,300,3.53540669,0.05089793,0.056808036,0.175543415,0.104852699,0.074902336,0.066593387,1.461000821,0.582778864,5.226238797,1.116116818,0.7584281,0.853058222,0.541788972,3.090115901,1.674190716,2.343630731,0.714357725,1.5745212,0.041,9.212,0.012,2.5333,,,
CCR,92,0.1,9/16/2024,1,1,20240923_CC2_16SEP24_01R1.csv,305,306,3.779273484,0.080315388,0.126933004,0.462821442,0.256975667,0.188140854,0.16357017,1.557859535,0.582161849,6.477128626,1.580431931,0.674670076,0.776015602,0.493949507,3.646186789,1.801032168,2.459973117,0.732134898,1.571042365,0.083,18.6543,0.02,4.3757,,,
CCR,92,0.1,9/16/2024,2,1,20240923_CC2_16SEP24_01R2.csv,300,300,9.01727816,0.110043142,0.185750591,0.483998601,0.258528157,0.199653821,0.194405184,1.526945943,0.591561451,4.642977845,1.687979712,0.930363316,0.955481672,0.718492688,2.60563694,1.872131089,2.424189023,0.772271086,1.329841887,0.095,21.4179,0.029,6.4484,High ABS? ,"ABS was kinda high, but so was rep, no visible part in cuvette tho",
CCR,90,0.1,9/16/2024,1,1,20240923_CC3_16SEP24_01R1.csv,300,300,5.190665719,0.097314557,0.168570361,0.144250001,0.051336532,0.07464025,0.109652698,1.42524797,0.855977983,1.482379945,1.73222143,2.258437789,1.537311572,3.283633573,0.855725765,2.809889852,1.932603406,1.453940236,0.468173911,0.045,9.9029,0.008,1.6121,,,
CCR,90,1.5,9/16/2024,1,1,20240923_CC3_16SEP24_15R1.csv,300,300,2.750348263,0.062966287,0.093792468,0.134110775,0.050377399,0.061923939,0.072852747,1.445610327,0.78755899,2.484876548,1.489566453,1.514639894,1.287425274,1.861796557,1.429867219,2.662121864,2.165733932,1.229200792,0.691496216,0.042,9.212,0.007,1.3818,,,
CCR,90,3,9/16/2024,2,1,20240923_CC3_16SEP24_BOTR2.csv,300,300,4.07884703,0.077839548,0.140920637,0.142076311,0.051363407,0.070608449,0.094440602,1.444320372,0.852741976,1.70090097,1.810398958,1.995804167,1.492161571,2.743599864,1.008200887,2.766099817,2.012171532,1.374683904,0.543869968,0.044,9.6726,0.008,1.6121,,,
CCR,88,0.1,9/16/2024,2,1,20240923_CC4_16SEP24_01R2.csv,305,304,3.955694002,0.070412315,0.077308567,0.13681837,0.051123997,0.064349908,0.070709693,1.409611412,0.806760085,2.376922725,1.097940996,1.201378041,1.093323474,1.512177684,1.76976984,2.676206458,2.126162623,1.258702617,0.723012571,0.043,9.4423,0.007,1.3818,,,
CCR,88,1.5,9/16/2024,1,1,20240923_CC4_16SEP24_15R1.csv,300,300,3.464423934,0.069324545,0.106641299,0.133824107,0.050187973,0.063996603,0.078149747,1.429346687,0.814686082,2.030675454,1.538290644,1.666358743,1.364576381,2.12483774,1.254899442,2.666457695,2.091112657,1.275138231,0.642202628,0.042,9.212,0.006,1.1515,,,
CCR,88,1.5,9/16/2024,2,1,20240923_CC4_16SEP24_15R2.csv,310,310,2.609894342,0.063258824,0.076154467,0.130758943,0.049181849,0.060424902,0.066499317,1.468744909,0.807419305,2.375552957,1.203855246,1.260315948,1.145191723,1.548426274,1.717022626,2.658682947,2.163990999,1.228601667,0.739584275,0.043,9.4423,0.007,1.3818,,,
CCR,88,6,9/16/2024,1,1,20240923_CC4_16SEP24_6R1.csv,300,300,3.149014373,0.087018503,0.192815431,0.146683978,0.053141215,0.077836579,0.112105436,1.45679403,0.881407048,1.583469403,2.215798065,2.477182757,1.719947213,3.628359512,0.760748123,2.760267689,1.884512134,1.464712081,0.474028885,0.044,9.6726,0.009,1.8424,,,
CCR,88,9,9/16/2024,1,1,20240923_CC4_16SEP24_9R1.csv,315,316,2.596632536,0.039570498,0.06200874,0.240585934,0.120440772,0.108601449,0.089205028,1.533286645,0.695258157,5.718733912,1.567044737,0.570975254,0.695126061,0.514848411,3.879871358,1.997545602,2.215310533,0.901700043,1.350156757,0.046,10.1332,0.01,2.0727,,,
CCR,88,10,9/16/2024,1,1,20240923_CC4_16SEP24_BOTR1.csv,300,300,3.202590628,0.053757214,0.083861767,0.262345602,0.132342216,0.117987717,0.099675738,1.539007472,0.694237508,5.416307035,1.560009544,0.710766924,0.841345829,0.633673584,3.128309993,1.982327405,2.22349927,0.891534993,1.327727477,0.047,10.3635,0.011,2.303,,,
CCR,101,0.1,9/16/2024,2,1,20240923_CS1_16SEP24_01R2.csv,310,310,5.095390192,0.068112311,0.096761976,0.254905955,0.145537516,0.10491492,0.096589682,1.455235625,0.574217511,4.907273822,1.420623892,0.92228995,1.001783778,0.664859337,2.634360778,1.75147936,2.429644469,0.72087887,1.506760486,0.06,13.3574,0.018,3.9151,,,
CCR,92,0.1,9/30/2024,1,1,20241014_CC2_30SEP24_01R1.csv,300,300,5.103962726,0.05005647,0.06875644,0.181979648,0.082869644,0.076969186,0.072735229,1.442389821,0.662212899,3.758031504,1.373577479,0.893298259,0.945297636,0.829693917,2.646728774,2.195974764,2.364318204,0.928798315,1.139332971,0.052,11.7453,0.011,2.5333,,,
CCR,92,0.6,9/30/2024,2,1,20241014_CC2_30SEP24_BOTR2.csv,300,300,9.107327849,0.070829941,0.096667198,0.211986319,0.095497974,0.092188753,0.092120098,1.427664331,0.674086183,2.99863145,1.364778741,1.048579079,1.049360557,1.012243445,2.192949872,2.219799133,2.299481357,0.965347741,1.036668168,0.06,13.5877,0.013,2.9939,,,
CCR,90,0.1,9/30/2024,1,1,20241014_CC3_30SEP24_01R1.csv,300,300,4.378400556,0.059181957,0.071732415,0.184848302,0.081156025,0.080913597,0.077436838,1.453010452,0.701144434,3.372364453,1.212065607,0.88653103,0.926334507,0.8838828,2.576914528,2.277690428,2.284514691,0.997012817,1.04802866,0.052,11.7453,0.01,2.303,,,
CCR,90,1.5,9/30/2024,1,1,20241014_CC3_30SEP24_15R1.csv,300,300,10.5964694,0.070605025,0.07369336,0.183724242,0.080025151,0.080476661,0.079186755,1.467557521,0.707318669,2.844899397,1.04374101,0.915710958,0.930627358,0.920877488,2.493090856,2.295831244,2.282950615,1.005642097,1.010587587,0.054,12.2059,0.012,2.7636,,,
CCR,90,1.5,9/30/2024,2,1,20241014_CC3_30SEP24_15R2.csv,300,300,7.369278697,0.073474592,0.077438024,0.18478797,0.08091324,0.081557569,0.08195496,1.462269019,0.699559922,2.857428154,1.053942901,0.949489113,0.944885149,0.957050093,2.386269176,2.283779136,2.265736603,1.007963209,0.987289125,0.055,12.4362,0.012,2.7636,,,
CCR,90,4,9/30/2024,2,1,20241014_CC3_30SEP24_BOTR2.csv,300,300,3.614454703,0.064175032,0.081889698,0.180232752,0.078730986,0.078777238,0.080757449,1.450244906,0.701538892,3.144976471,1.276036723,1.03950963,1.014020373,1.04012032,2.200920955,2.289222609,2.287878528,1.000587479,0.9749068,0.05,11.2847,0.009,2.0727,,,
CCR,88,0.1,9/30/2024,1,1,20241014_CC4_30SEP24_01R1.csv,300,300,9.142994607,0.078840289,0.081406503,0.1797447,0.075928159,0.082486334,0.082908666,1.466932212,0.741841089,2.572104541,1.03254953,0.986908973,0.981881718,1.072151675,2.20798945,2.367299587,2.179084601,1.086373418,0.915804863,0.054,12.2059,0.012,2.7636,,,
CCR,88,1.5,9/30/2024,2,1,20241014_CC4_30SEP24_15R2.csv,300,300,3.962437837,0.062931706,0.074984072,0.171875813,0.073059952,0.077878963,0.077677184,1.451772198,0.731589112,3.067037869,1.191515011,0.962828332,0.965329437,1.026336188,2.29216429,2.35253116,2.20696072,1.065959688,0.940558706,0.049,11.0544,0.01,2.303,,,
CCR,88,6,9/30/2024,2,1,20241014_CC4_30SEP24_6R2.csv,300,300,8.276705359,0.296908991,0.289273546,0.333347758,0.155232976,0.171013614,0.213439483,1.520619277,0.72836185,1.72389774,0.97428355,1.691523494,1.35529538,1.863479998,1.15236171,2.147402997,1.949246906,1.101657769,0.72729269,0.083,18.8846,0.017,3.9151,,,
CCR,88,9,9/30/2024,1,1,20241014_CC4_30SEP24_9R1.csv,320,320,5.416814108,0.06950428,0.092144363,0.285162407,0.14483573,0.127545192,0.109966485,1.49330096,0.691650231,4.56405052,1.325736544,0.722444819,0.837931335,0.636199117,3.094735224,1.968867817,2.23577543,0.880619668,1.317089749,0.058,13.1271,0.013,2.9939,,,
CCR,88,11,9/30/2024,2,1,20241014_CC4_30SEP24_BOTR2.csv,315,316,3.988864925,0.037434498,0.0622917,0.26891618,0.136901982,0.11892144,0.094867155,1.508901512,0.679045404,5.907027558,1.664018594,0.523805463,0.656620303,0.455009482,4.317046722,1.964297192,2.261292658,0.868661199,1.443091472,0.049,11.0544,0.011,2.5333,,,
CCR,98,0.1,9/30/2024,2,1,20241014_CP1_30SEP24_01R2.csv,300,300,13.72641038,0.022407078,0.057118043,0.36624514,0.217147014,0.140144549,0.100488459,1.396200306,0.538052467,9.256479855,2.54910716,0.407565211,0.568404006,0.263038583,6.412074417,1.686622965,2.613338463,0.645390174,2.160914951,0.101,23.03,0.029,6.6787,,,
CCR,96,0.1,9/30/2024,1,1,20241014_CP2_30SEP24_01R1.csv,300,300,12.4015922,0.022559376,0.069470602,0.366844355,0.218940714,0.14263627,0.107108941,1.403483111,0.543658883,9.222155183,3.079455879,0.487047243,0.648597598,0.317303259,5.280569683,1.675541968,2.571886908,0.651483532,2.044093719,0.101,23.03,0.029,6.6787,,,
CCR,101,0.1,9/30/2024,1,1,20241014_CS1_30SEP24_01R1.csv,305,304,4.253851231,0.016163547,0.060754258,0.37175854,0.224177174,0.141720458,0.101115545,1.415186254,0.523768151,10.558055,3.758720786,0.428690813,0.600839948,0.271010011,6.119053198,1.658324676,2.62318189,0.632180591,2.217039677,0.102,23.2603,0.028,6.4484,,,
CCR,100,0.1,9/30/2024,2,1,20241014_CS2_30SEP24_01R2.csv,305,304,11.44007492,0.034374686,0.065780284,0.350230005,0.210998946,0.137576181,0.101610741,1.411467075,0.542782262,7.566015836,1.913625719,0.478137153,0.647375299,0.311756456,5.324239802,1.659866134,2.545716863,0.652023074,2.076541753,0.1,22.7997,0.03,6.909,,,
CCR,50,0.1,6/19/2024,2,1,20241118_C50_19JUN24_01R2.csv,300,300,23.84100468,0.142213999,0.119343391,0.202716532,0.077055921,0.100269831,0.108017537,1.424720719,0.769480817,1.728875221,0.83918174,1.190222325,1.104851997,1.548789367,1.698598721,2.630771638,2.021710118,1.301260559,0.713364916,0.069,15.4301,0.021,4.606,,,
CCR,50,1.5,6/19/2024,2,1,20241118_C50_19JUN24_15R2.csv,300,300,3.127190007,0.111616265,0.094049287,0.168427439,0.068280106,0.089348339,0.092764208,1.511189639,0.73320604,2.41591183,0.842612738,1.052613719,1.013853177,1.377403932,1.790842269,2.466713183,1.885065141,1.308555938,0.736060899,0.051,11.2847,0.009,1.8424,,,
CCR,50,20,6/19/2024,2,1,20241118_C50_19JUN24_20R2.csv,300,300,10.34288425,0.045709142,0.068850794,0.25960809,0.126461466,0.114339686,0.095600164,1.469982641,0.662804257,4.944038052,1.506280585,0.602160072,0.720195352,0.544440895,3.770589649,2.052863203,2.270498535,0.904146456,1.322816413,0.055,12.2059,0.014,2.9939,,,
CCR,50,6,6/19/2024,1,1,20241118_C50_19JUN24_6R1.csv,300,300,3.542214642,0.046503186,0.066908298,0.2398043,0.121721923,0.108913986,0.090007722,1.547859983,0.675247704,4.992861787,1.438789549,0.614322368,0.743361752,0.549681572,3.584074139,1.970099506,2.201776911,0.894777076,1.352349779,0.053,11.7453,0.011,2.303,,,
CCR,50,9,6/19/2024,2,1,20241118_C50_19JUN24_9R2.csv,300,300,3.803786988,0.084395169,0.095770588,0.254592471,0.123941629,0.123803264,0.105714356,1.502780728,0.677721931,4.135721691,1.134787556,0.773570781,0.905937394,0.77270719,2.658357611,2.054132041,2.056427773,0.998883631,1.172420038,0.052,11.515,0.011,2.303,,,
CCR,50,0.1,5/22/2024,2,1,20241118_C50_22MAY24_01R2.csv,305,306,4.477732481,0.076431697,0.121023479,0.18845954,0.077762843,0.086699186,0.09427728,1.473058899,0.707169379,2.375131077,1.583420011,1.395900977,1.283697178,1.55631499,1.557214704,2.423516586,2.173717527,1.114917903,0.824831211,0.055,12.2059,0.011,2.303,,,
CCR,50,1.5,5/22/2024,2,1,20241118_C50_22MAY24_15R2.csv,300,300,4.830037469,0.059541754,0.069756674,0.190048785,0.082013177,0.086747603,0.077863461,1.468947893,0.712686986,3.143223121,1.171558933,0.804133738,0.895884587,0.850554466,2.724453072,2.317295727,2.190824632,1.057727622,1.05329479,0.057,12.6665,0.011,2.303,,,
CCR,50,20,5/22/2024,1,1,20241118_C50_22MAY24_20R1.csv,300,300,1.346074679,0.031470644,0.056100257,0.240330354,0.117868053,0.104452031,0.081969564,1.481236698,0.656928974,6.474405058,1.782621798,0.537091107,0.684403501,0.475958118,4.283943921,2.038977887,2.300868181,0.886177619,1.437949002,0.049,10.8241,0.01,2.0727,,,
CCR,50,6,5/22/2024,1,1,20241118_C50_22MAY24_6R1.csv,300,300,6.121595427,0.060358378,0.07277182,0.225347402,0.109532485,0.099523927,0.082912337,1.49191883,0.666203795,4.135548636,1.205662273,0.731199239,0.877695923,0.664385726,3.096630024,2.057356786,2.264253518,0.90862475,1.321063787,0.058,12.8968,0.013,2.7636,,,
CCR,50,9,5/22/2024,2,1,20241118_C50_22MAY24_9R2.csv,240,482,1.320177305,0.036991099,0.055778988,0.235049056,0.11554224,0.100167679,0.07857357,1.48606823,0.65531959,6.192193663,1.507902967,0.556856155,0.709895048,0.482758413,4.213935436,2.034312784,2.346555885,0.866935579,1.470497518,0.051,11.2847,0.011,2.303,,,
CCR,88,6,6/19/2024,2,1,20241118_CC4_19JUN24_6R2.csv,305,304,4.447508391,0.052447124,0.071562015,0.221950921,0.107589157,0.100091836,0.086211916,1.525981911,0.706604432,4.263342002,1.364460215,0.71496355,0.830071043,0.665141516,3.101518624,2.062948798,2.217472765,0.930315281,1.247961559,0.053,11.7453,0.011,2.303,,,
CCR,101,0.1,6/19/2024,1,1,20241118_CS1_19JUN24_01R1.csv,300,300,6.727164983,0.040184794,0.050715126,0.223270922,0.131851531,0.08785665,0.069057918,1.451037812,0.533968955,7.152499006,1.262047678,0.57724857,0.734385387,0.384638126,4.402452301,1.693351001,2.541309295,0.666330149,1.909289115,0.061,13.5877,0.021,4.606,,,
CCR,100,0.1,5/22/2024,1,1,20241118_CS2_22MAY24_01R1.csv,310,310,5.353655309,0.020290164,0.043370846,0.170149118,0.100955331,0.0668967,0.052345888,1.397428975,0.553397555,6.704999076,2.137530588,0.648325643,0.828543509,0.429604314,3.923121971,1.685390123,2.543460574,0.662636622,1.928620085,0.048,10.5938,0.015,3.2242,,,
CCR,92,0.1,10/28/2024,1,1,20241219_CC2_28oct24_01R1.csv,300,300,5.076142018,0.078291408,0.097936592,0.256321207,0.114518598,0.11403602,0.104577692,1.448732675,0.70107109,4.176992768,1.250923879,0.858821556,0.936496018,0.85520251,2.617215906,2.238249612,2.247721437,0.995786032,1.095057612,0.06,13.818,0.011,2.5333,,,
CCR,92,0.5,10/28/2024,2,1,20241219_CC2_28oct24_BOTR2.csv,305,304,7.856916495,0.070839007,0.082946148,0.257284631,0.112847033,0.112381504,0.099742009,1.443834251,0.705837925,3.597099814,1.170910659,0.738076508,0.83160695,0.735031715,3.101827354,2.279941479,2.289385901,0.995874692,1.131389209,0.061,14.0483,0.015,3.4545,,,
CCR,90,0.1,10/28/2024,2,1,20241219_CC3_28oct24_01R2.csv,320,320,6.316894485,0.080116875,0.090159325,0.261082806,0.114919628,0.115191845,0.105356683,1.458896623,0.699574403,3.866837937,1.125347504,0.782688438,0.855753264,0.784542443,2.895793698,2.271873062,2.266504247,1.002368765,1.090767328,0.061,14.0483,0.012,2.7636,,,
CCR,90,1.5,10/28/2024,2,1,20241219_CC3_28oct24_15R2.csv,300,300,2.592174501,0.063244327,0.082110053,0.264856574,0.118593775,0.116628335,0.10404661,1.441990848,0.692894611,4.474214641,1.298299114,0.704031767,0.789166058,0.692363936,3.225629069,2.233309237,2.270945334,0.983427123,1.139813929,0.06,13.818,0.01,2.303,,,
CCR,90,4,10/28/2024,1,1,20241219_CC3_28oct24_BOTR1.csv,300,300,5.258887696,0.071841289,0.089337616,0.255375353,0.114835955,0.112724591,0.102020973,1.460095999,0.695925006,4.073823803,1.243541385,0.792529958,0.875678919,0.777958571,2.858542297,2.223827481,2.265480406,0.981614087,1.125611249,0.059,13.5877,0.011,2.5333,,,
CCR,88,0.1,10/28/2024,1,1,20241219_CC4_28oct24_01R1.csv,300,300,2.007513521,0.069320594,0.085327406,0.252392531,0.114850071,0.111816881,0.100470446,1.454759435,0.686335676,4.285434467,1.23090991,0.763099495,0.849278656,0.742946041,2.957930446,2.197582715,2.257195231,0.973590005,1.143122931,0.056,12.8968,0.01,2.303,,,
CCR,88,1.5,10/28/2024,1,1,20241219_CC4_28oct24_15R1.csv,300,300,6.620481695,0.065937456,0.080158803,0.240984053,0.110237078,0.108531139,0.094373127,1.464973752,0.708473625,4.005209465,1.215679348,0.738578843,0.849381662,0.727149198,3.00633298,2.186052615,2.220413933,0.984524814,1.16809819,0.059,13.5877,0.012,2.7636,,,
CCR,88,9,10/28/2024,2,1,20241219_CC4_28oct24_9R2.csv,300,300,2.342527246,0.05732984,0.078384834,0.262212665,0.12186284,0.115150607,0.099441935,1.464645412,0.676874352,4.944587021,1.367260659,0.680715773,0.788247276,0.643221789,3.345196399,2.151703212,2.277127952,0.944919766,1.225467311,0.057,13.1271,0.011,2.5333,,,
CCR,88,11,10/28/2024,1,1,20241219_CC4_28oct24_BOTR1.csv,300,300,7.510629294,0.065635156,0.080894136,0.27200862,0.129564853,0.119530534,0.10047929,1.486776582,0.692099937,4.903825288,1.232481817,0.676765458,0.805082684,0.624352474,3.362525791,2.099401295,2.275641306,0.922553695,1.289468238,0.058,13.3574,0.014,3.2242,,,
CCR,88,6,9/30/2024,1,1,20241219_CC4_30sep24_6R1.csv,300,300,9.417280693,0.074666764,0.082254097,0.244001392,0.120937507,0.099677289,0.087964981,1.428500997,0.614171421,4.315445096,1.101615937,0.825203999,0.935077755,0.680137199,2.966434506,2.017582457,2.447913618,0.824204924,1.374836953,0.065,14.9695,0.014,3.2242,,,
CCR,98,0.1,10/28/2024,1,1,20241219_CP1_28oct24_01R1.csv,300,300,8.256107202,0.030941193,0.035362896,0.148822902,0.085882787,0.060340093,0.048670198,1.479803826,0.572741442,5.501946261,1.142906675,0.58605969,0.726582121,0.411757669,4.208447799,1.732860654,2.46640161,0.702586573,1.764586737,0.034,7.8302,0.011,2.5333,,,
CCR,96,0.1,10/28/2024,2,1,20241219_CP2_28oct24_01R2.csv,300,300,8.149446054,0.069171428,0.089406612,0.303019594,0.144898314,0.129054215,0.108625605,1.429482082,0.621832273,4.691166375,1.292536741,0.692783349,0.823071243,0.617030032,3.389230261,2.091256858,2.348002292,0.89065367,1.333924121,0.081,18.6543,0.019,4.3757,,,
CCR,101,0.1,10/28/2024,1,1,20241219_CS1_28oct24_01R1.csv,320,320,3.181214535,0.046045393,0.075239296,0.170053783,0.104387376,0.068714331,0.062187797,1.488047275,0.538515146,6.709772866,1.634024393,1.094957848,1.209872343,0.72077006,2.260172454,1.629064634,2.474793565,0.658262837,1.678582964,0.046,10.5938,0.014,3.2242,,,
CCR,101,0.1,10/28/2024,2,1,20241219_CS1_28oct24_01R2.csv,325,324,2.27507485,0.038292479,0.03877625,0.166945853,0.104130373,0.066833083,0.050241429,1.500446885,0.527029518,7.32681048,1.012633573,0.580195443,0.771798324,0.37238175,4.305363497,1.603238792,2.497952283,0.641821224,2.072599756,0.044,10.1332,0.013,2.9939,,,
CCR,100,0.1,10/28/2024,1,1,20241219_CS2_28oct24_01R1.csv,315,316,3.1574859,0.016402989,0.022610713,0.146287388,0.089302879,0.058048899,0.041203719,1.444617883,0.56101924,10.54522971,1.378450767,0.389511486,0.548754185,0.253191311,6.469826405,1.638103832,2.520071694,0.65002271,2.167349986,0.038,8.7514,0.012,2.7636,,,
CCR,50,0.1,7/11/2024,1,1,20241223_C50_11jul24_01R1.csv,300,300,5.564780185,0.09167674,0.093783593,0.162116985,0.063591658,0.082049671,0.084387426,1.486790168,0.729421994,2.351465775,1.022981329,1.14300999,1.111345586,1.474778243,1.728628424,2.54934359,1.975839558,1.290258402,0.753567929,0.047,10.5938,0.008,1.6121,,,
CCR,50,1.5,7/11/2024,1,1,20241223_C50_11jul24_15R1.csv,300,300,2.140961606,0.060380851,0.068242271,0.150325707,0.061505214,0.069282057,0.066556835,1.447295829,0.757702561,2.758133507,1.130197252,0.984991992,1.02532327,1.109536365,2.202823905,2.444113229,2.169763906,1.126442016,0.924100644,0.044,9.9029,0.005,0.9212,,,
CCR,50,20,7/11/2024,2,1,20241223_C50_11jul24_20R2.csv,305,304,10.47471246,0.046558674,0.081208797,0.311515878,0.153293193,0.133220869,0.10865181,1.492872311,0.643146051,5.606772013,1.744224883,0.609580147,0.747422402,0.529761271,3.835986856,2.032157272,2.338341433,0.869059259,1.410866446,0.061,13.818,0.015,3.2242,,,
CCR,50,6,7/11/2024,2,1,20241223_C50_11jul24_6R2.csv,305,304,9.264096582,0.122381717,0.119750261,0.197195341,0.08212664,0.10688249,0.108438572,1.528743396,0.733707276,2.256142774,0.978497961,1.120391758,1.104314251,1.458117122,1.646721605,2.401112968,1.844973315,1.301435066,0.757356343,0.052,11.7453,0.01,2.0727,,,
CCR,50,9,7/11/2024,1,1,20241223_C50_11jul24_9R1.csv,300,300,2.461186703,0.050612267,0.068902039,0.250597129,0.125101904,0.110616769,0.091001608,1.51508984,0.680817055,5.483048225,1.361370328,0.622889634,0.757151888,0.550767306,3.637006003,2.003144,2.265453337,0.884213313,1.374721917,0.046,10.3635,0.008,1.6121,,,
CCR,50,0.1,8/15/2024,2,1,20241223_C50_15aug24_01R2.csv,310,310,2.084593866,0.054233822,0.062843668,0.134848161,0.053522581,0.060515558,0.064701974,1.474711682,0.745461977,2.701299188,1.158754187,1.038471273,0.971278999,1.174152422,2.145771653,2.519462983,2.228322219,1.130654697,0.827217132,0.039,8.7514,0.004,0.6909,,,
CCR,50,1.5,8/15/2024,2,1,20241223_C50_15aug24_15R2.csv,305,304,4.802305215,0.063435213,0.071214818,0.146159347,0.057618135,0.065706813,0.069763023,1.494673721,0.755918824,2.666328282,1.122638597,1.083827007,1.020810376,1.235979237,2.052372679,2.536690018,2.224416937,1.14038424,0.825912236,0.043,9.6726,0.006,1.1515,,,
CCR,50,20,8/15/2024,2,1,20241223_C50_15aug24_20R2.csv,300,300,3.884456671,0.106552154,0.124744144,0.363958236,0.178658021,0.191156957,0.151312438,1.538559677,0.64413299,4.605661962,1.170733195,0.65257444,0.824414339,0.698228621,2.917637858,2.037178258,1.90397589,1.069960113,1.180722638,0.063,14.2786,0.012,2.5333,,,
CCR,50,6,8/15/2024,2,1,20241223_C50_15aug24_6R2.csv,300,300,2.665039925,0.065562381,0.076175249,0.207765102,0.097280035,0.091931574,0.083536588,1.577162865,0.720693025,3.855229463,1.161874344,0.828608115,0.911878861,0.7830512,2.727462084,2.135742459,2.259997217,0.945019951,1.164520098,0.045,10.1332,0.006,1.1515,,,
CCR,50,9,8/15/2024,2,1,20241223_C50_15aug24_9R2.csv,305,304,3.716222557,0.04618866,0.068739202,0.252072183,0.123886224,0.11133893,0.089561881,1.516101683,0.691360499,5.468693285,1.488226795,0.61738694,0.767505113,0.554857507,3.667080456,2.034707118,2.264007583,0.898719215,1.383247236,0.045,10.1332,0.008,1.6121,,,
CCR,50,0.1,9/16/2024,1,1,20241223_C50_16sep24_01R1.csv,300,300,5.568414554,0.095207307,0.090912423,0.157318365,0.06168562,0.087706553,0.086136728,1.468285053,0.802629862,2.017964327,0.954889135,1.036552224,1.055443189,1.473802528,1.730438594,2.550324775,1.793689974,1.421831427,0.716136096,0.044,9.9029,0.006,1.1515,,,
CCR,50,1.5,9/16/2024,1,1,20241223_C50_16sep24_15R1.csv,310,310,3.608435413,0.072811869,0.077771861,0.142964464,0.054656934,0.069188048,0.076385761,1.493943286,0.784913545,2.361814485,1.06812066,1.124064971,1.018146052,1.422909333,1.83825437,2.6156693,2.066317346,1.265860399,0.715538248,0.04,8.9817,0.004,0.6909,,,
CCR,50,20,9/16/2024,1,1,20241223_C50_16sep24_20R1.csv,300,300,3.408732858,0.082628206,0.124396976,0.431508615,0.213691924,0.201563226,0.162245433,1.553944202,0.650415303,5.554010723,1.505502564,0.617161071,0.766720974,0.582132323,3.468803087,2.019302398,2.140810229,0.943242129,1.317090538,0.068,15.4301,0.012,2.5333,,,
CCR,50,6,9/16/2024,2,1,20241223_C50_16sep24_6R2.csv,300,300,3.832544445,0.068659055,0.07174804,0.140307292,0.054144837,0.065451462,0.069534109,1.470037994,0.784364275,2.461477649,1.044990211,1.096202256,1.031839503,1.325113226,1.955555752,2.59133279,2.143684627,1.208821837,0.778680254,0.039,8.7514,0.005,0.9212,,,
